instance_id,pose_label,left_finger_state_0,left_finger_state_1,left_finger_state_2,left_finger_state_3,left_finger_state_4,right_finger_state_0,right_finger_state_1,right_finger_state_2,right_finger_state_3,right_finger_state_4,motion_x_start,motion_y_start,motion_x_mid,motion_y_mid,motion_x_end,motion_y_end,main_axis_x,main_axis_y,delta_x,delta_y
1,next_slide,0,0,0,0,0,0,1,0,0,0,0.4173815995454788,1.0548574924468994,0.5804067651430765,0.9937414526939392,0.7975850105285645,1.0392061471939087,1,0,0.38020341098308563,0.0
2,next_slide,0,0,0,0,0,0,1,0,0,0,0.46804551780223846,1.0298646092414856,0.6451532046000162,0.9881301522254944,0.8146361112594604,1.030166745185852,1,0,0.346590593457222,0.0
3,next_slide,0,0,0,0,0,0,1,0,0,0,0.5028710216283798,1.0194791555404663,0.7081899642944336,0.9935326178868612,0.8698825240135193,1.0587825775146484,1,0,0.36701150238513947,0.0
4,next_slide,0,0,0,0,0,0,1,0,0,0,0.49681875109672546,1.0340840816497803,0.6027531226476034,0.9768425424893697,0.8181843757629395,0.9940698444843292,1,0,0.321365624666214,0.0
5,next_slide,0,0,0,0,0,0,1,0,0,0,0.4981795847415924,1.0145207047462463,0.546316921710968,0.965786079565684,0.8179756999015808,0.9748625755310059,1,0,0.3197961151599884,0.0
6,next_slide,0,0,0,0,0,0,1,0,0,0,0.38927002251148224,1.0097867250442505,0.4840061664581299,0.984041690826416,0.7158738374710083,0.9879590570926666,1,0,0.32660381495952606,0.0
7,next_slide,0,0,0,0,0,0,1,0,0,0,0.44620853662490845,0.9659317433834076,0.5551150838534037,0.9592948953310648,0.7622208893299103,0.9822637438774109,1,0,0.31601235270500183,0.0
8,next_slide,0,0,0,0,0,0,1,0,0,0,0.49380621314048767,0.965069055557251,0.697107712427775,0.9507686098416647,0.750919908285141,0.9791466891765594,1,0,0.2571136951446533,0.0
9,next_slide,0,0,0,0,0,0,1,0,0,0,0.5222397148609161,0.975583016872406,0.5851748188336691,0.9718815485636393,0.7399824857711792,0.9833205044269562,1,0,0.21774277091026306,0.0
10,next_slide,0,0,0,0,0,0,1,0,0,0,0.504158616065979,1.023532211780548,0.6794973214467367,0.9735368291536967,0.7479937970638275,1.0210936665534973,1,0,0.2438351809978485,0.0
